Country,Year,Value
Finland,2000,0.0
Finland,2001,0.0
Finland,2002,0.0
Finland,2003,0.0
Finland,2004,0.0
Finland,2005,0.0
Finland,2006,0.0
Finland,2007,0.0
Finland,2008,0.0
Finland,2009,0.0
Finland,2010,0.0
Finland,2011,0.0
Finland,2012,0.0
Finland,2013,0.0
Finland,2014,0.0
Finland,2015,0.0
Finland,2016,0.0
Finland,2017,233.0
Finland,2018,411.0
Finland,2019,0.0
Finland,2020,0.0
Finland,2021,2558.0
France,2000,14248.0
France,2001,11199.0
France,2002,4142.0
France,2003,42725.0
France,2004,9225.0
France,2005,8843.0
France,2006,1751.0
France,2007,2631.0
France,2008,1694.0
France,2009,7973.0
France,2010,4677.0
France,2011,4831.0
France,2012,3355.0
France,2013,914.0
France,2014,4667.0
France,2015,2097.0
France,2016,10793.0
France,2017,20654.0
France,2018,2636.0
France,2019,45231.0
France,2020,14547.0
France,2021,30355.0
Germany,2000,0.0
Germany,2001,0.0
Germany,2002,0.0
Germany,2003,0.0
Germany,2004,0.0
Germany,2005,0.0
Germany,2006,0.0
Germany,2007,0.0
Germany,2008,0.0
Germany,2009,0.0
Germany,2010,0.0
Germany,2011,0.0
Germany,2012,0.0
Germany,2013,133.0
Germany,2014,0.0
Germany,2015,105.0
Germany,2016,314.0
Germany,2017,57.0
Germany,2018,3699.0
Germany,2019,2055.0
Germany,2020,314.0
Germany,2021,121.0
Greece,2000,105292.0
Greece,2001,9319.0
Greece,2002,2239.0
Greece,2003,157.0
Greece,2004,2526.0
Greece,2005,4515.0
Greece,2006,16355.0
Greece,2007,271539.0
Greece,2008,24571.0
Greece,2009,42757.0
Greece,2010,6496.0
Greece,2011,35400.0
Greece,2012,52315.0
Greece,2013,19817.0
Greece,2014,14815.0
Greece,2015,10827.0
Greece,2016,31760.0
Greece,2017,19734.0
Greece,2018,12064.0
Greece,2019,11107.0
Greece,2020,14915.0
Greece,2021,129425.0
Hungary,2000,0.0
Hungary,2001,0.0
Hungary,2002,0.0
Hungary,2003,0.0
Hungary,2004,0.0
Hungary,2005,0.0
Hungary,2006,0.0
Hungary,2007,799.0
Hungary,2008,0.0
Hungary,2009,0.0
Hungary,2010,0.0
Hungary,2011,0.0
Hungary,2012,960.0
Hungary,2013,138.0
Hungary,2014,0.0
Hungary,2015,1610.0
Hungary,2016,0.0
Hungary,2017,458.0
Hungary,2018,96.0
Hungary,2019,601.0
Hungary,2020,265.0
Hungary,2021,595.0
Iceland,2000,0.0
Iceland,2001,0.0
Iceland,2002,0.0
Iceland,2003,0.0
Iceland,2004,0.0
Iceland,2005,0.0
Iceland,2006,0.0
Iceland,2007,0.0
Iceland,2008,0.0
Iceland,2009,46.0
Iceland,2010,3013.0
Iceland,2011,0.0
Iceland,2012,0.0
Iceland,2013,2852.0
Iceland,2014,0.0
Iceland,2015,3837.0
Iceland,2016,758.0
Iceland,2017,0.0
Iceland,2018,105.0
Iceland,2019,1868.0
Iceland,2020,0.0
Iceland,2021,0.0
Ireland,2000,0.0
Ireland,2001,0.0
Ireland,2002,0.0
Ireland,2003,0.0
Ireland,2004,0.0
Ireland,2005,0.0
Ireland,2006,0.0
Ireland,2007,0.0
Ireland,2008,0.0
Ireland,2009,0.0
Ireland,2010,0.0
Ireland,2011,16675.0
Ireland,2012,0.0
Ireland,2013,8208.0
Ireland,2014,141.0
Ireland,2015,6807.0
Ireland,2016,1177.0
Ireland,2017,7241.0
Ireland,2018,2868.0
Ireland,2019,2898.0
Ireland,2020,3103.0
Ireland,2021,3154.0
Italy,2000,43439.0
Italy,2001,16553.0
Italy,2002,4682.0
Italy,2003,18659.0
Italy,2004,13957.0
Italy,2005,20163.0
Italy,2006,9242.0
Italy,2007,153755.0
Italy,2008,24447.0
Italy,2009,54941.0
Italy,2010,34377.0
Italy,2011,37445.0
Italy,2012,83079.0
Italy,2013,15833.0
Italy,2014,13248.0
Italy,2015,7822.0
Italy,2016,35292.0
Italy,2017,140392.0
Italy,2018,14648.0
Italy,2019,39651.0
Italy,2020,53807.0
Italy,2021,159126.0
Lithuania,2000,0.0
Lithuania,2001,0.0
Lithuania,2002,0.0
Lithuania,2003,0.0
Lithuania,2004,0.0
Lithuania,2005,0.0
Lithuania,2006,0.0
Lithuania,2007,0.0
Lithuania,2008,0.0
Lithuania,2009,0.0
Lithuania,2010,0.0
Lithuania,2011,0.0
Lithuania,2012,0.0
Lithuania,2013,0.0
Lithuania,2014,0.0
Lithuania,2015,0.0
Lithuania,2016,0.0
Lithuania,2017,0.0
Lithuania,2018,0.0
Lithuania,2019,236.0
Lithuania,2020,43.0
Lithuania,2021,0.0
Luxembourg,2000,0.0
Luxembourg,2001,0.0
Luxembourg,2002,0.0
Luxembourg,2003,0.0
Luxembourg,2004,0.0
Luxembourg,2005,0.0
Luxembourg,2006,0.0
Luxembourg,2007,0.0
Luxembourg,2008,0.0
Luxembourg,2009,0.0
Luxembourg,2010,0.0
Luxembourg,2011,0.0
Luxembourg,2012,0.0
Luxembourg,2013,182.0
Luxembourg,2014,0.0
Luxembourg,2015,141.0
Luxembourg,2016,0.0
Luxembourg,2017,45.0
Luxembourg,2018,74.0
Luxembourg,2019,2316.0
Luxembourg,2020,0.0
Luxembourg,2021,0.0
Malta,2000,0.0
Malta,2001,0.0
Malta,2002,0.0
Malta,2003,0.0
Malta,2004,0.0
Malta,2005,0.0
Malta,2006,0.0
Malta,2007,0.0
Malta,2008,0.0
Malta,2009,0.0
Malta,2010,0.0
Malta,2011,0.0
Malta,2012,0.0
Malta,2013,0.0
Malta,2014,0.0
Malta,2015,0.0
Malta,2016,0.0
Malta,2017,0.0
Malta,2018,32.0
Malta,2019,0.0
Malta,2020,34.0
Malta,2021,0.0
Netherlands,2000,0.0
Netherlands,2001,0.0
Netherlands,2002,0.0
Netherlands,2003,0.0
Netherlands,2004,0.0
Netherlands,2005,0.0
Netherlands,2006,0.0
Netherlands,2007,0.0
Netherlands,2008,0.0
Netherlands,2009,0.0
Netherlands,2010,0.0
Netherlands,2011,148.0
Netherlands,2012,0.0
Netherlands,2013,0.0
Netherlands,2014,396.0
Netherlands,2015,22.0
Netherlands,2016,0.0
Netherlands,2017,0.0
Netherlands,2018,183.0
Netherlands,2019,21.0
Netherlands,2020,822.0
Netherlands,2021,0.0
Norway,2000,0.0
Norway,2001,0.0
Norway,2002,0.0
Norway,2003,0.0
Norway,2004,0.0
Norway,2005,0.0
Norway,2006,0.0
Norway,2007,0.0
Norway,2008,2751.0
Norway,2009,0.0
Norway,2010,0.0
Norway,2011,641.0
Norway,2012,0.0
Norway,2013,218.0
Norway,2014,3336.0
Norway,2015,142.0
Norway,2016,0.0
Norway,2017,260.0
Norway,2018,352.0
Norway,2019,4655.0
Norway,2020,170.0
Norway,2021,829.0
Poland,2000,0.0
Poland,2001,0.0
Poland,2002,0.0
Poland,2003,0.0
Poland,2004,0.0
Poland,2005,0.0
Poland,2006,0.0
Poland,2007,0.0
Poland,2008,0.0
Poland,2009,0.0
Poland,2010,0.0
Poland,2011,0.0
Poland,2012,0.0
Poland,2013,0.0
Poland,2014,54.0
Poland,2015,560.0
Poland,2016,0.0
Poland,2017,0.0
Poland,2018,398.0
Poland,2019,181.0
Poland,2020,5383.0
Poland,2021,40.0
Portugal,2000,103143.0
Portugal,2001,74846.0
Portugal,2002,85723.0
Portugal,2003,292900.0
Portugal,2004,131047.0
Portugal,2005,275480.0
Portugal,2006,56450.0
Portugal,2007,15762.0
Portugal,2008,5350.0
Portugal,2009,75267.0
Portugal,2010,127892.0
Portugal,2011,64845.0
Portugal,2012,101284.0
Portugal,2013,154165.0
Portugal,2014,11574.0
Portugal,2015,47468.0
Portugal,2016,166070.0
Portugal,2017,563667.0
Portugal,2018,37356.0
Portugal,2019,34666.0
Portugal,2020,62410.0
Portugal,2021,0.0
Romania,2000,0.0
Romania,2001,0.0
Romania,2002,0.0
Romania,2003,0.0
Romania,2004,0.0
Romania,2005,0.0
Romania,2006,0.0
Romania,2007,0.0
Romania,2008,0.0
Romania,2009,0.0
Romania,2010,0.0
Romania,2011,333.0
Romania,2012,3097.0
Romania,2013,3101.0
Romania,2014,2403.0
Romania,2015,7320.0
Romania,2016,4368.0
Romania,2017,30481.0
Romania,2018,3339.0
Romania,2019,73445.0
Romania,2020,81668.0
Romania,2021,24622.0
Slovakia,2000,0.0
Slovakia,2001,0.0
Slovakia,2002,0.0
Slovakia,2003,0.0
Slovakia,2004,0.0
Slovakia,2005,0.0
Slovakia,2006,0.0
Slovakia,2007,0.0
Slovakia,2008,0.0
Slovakia,2009,0.0
Slovakia,2010,0.0
Slovakia,2011,0.0
Slovakia,2012,0.0
Slovakia,2013,0.0
Slovakia,2014,0.0
Slovakia,2015,0.0
Slovakia,2016,0.0
Slovakia,2017,0.0
Slovakia,2018,0.0
Slovakia,2019,25.0
Slovakia,2020,85.0
Slovakia,2021,76.0
Slovenia,2000,0.0
Slovenia,2001,0.0
Slovenia,2002,0.0
Slovenia,2003,351.0
Slovenia,2004,0.0
Slovenia,2005,0.0
Slovenia,2006,557.0
Slovenia,2007,0.0
Slovenia,2008,0.0
Slovenia,2009,0.0
Slovenia,2010,0.0
Slovenia,2011,0.0
Slovenia,2012,262.0
Slovenia,2013,0.0
Slovenia,2014,0.0
Slovenia,2015,0.0
Slovenia,2016,321.0
Slovenia,2017,188.0
Slovenia,2018,0.0
Slovenia,2019,105.0
Slovenia,2020,168.0
Slovenia,2021,946.0
Spain,2000,107101.0
Spain,2001,41000.0
Spain,2002,54254.0
Spain,2003,64822.0
Spain,2004,90166.0
Spain,2005,112153.0
Spain,2006,118527.0
Spain,2007,56589.0
Spain,2008,10073.0
Spain,2009,88893.0
Spain,2010,19913.0
Spain,2011,60396.0
Spain,2012,189747.0
Spain,2013,37266.0
Spain,2014,22056.0
Spain,2015,63636.0
Spain,2016,52730.0
Spain,2017,131048.0
Spain,2018,12789.0
Spain,2019,66409.0
Spain,2020,61099.0
Spain,2021,70991.0
Sweeden,2000,0.0
Sweeden,2001,0.0
Sweeden,2002,0.0
Sweeden,2003,0.0
Sweeden,2004,0.0
Sweeden,2005,0.0
Sweeden,2006,0.0
Sweeden,2007,0.0
Sweeden,2008,1668.0
Sweeden,2009,741.0
Sweeden,2010,0.0
Sweeden,2011,143.0
Sweeden,2012,0.0
Sweeden,2013,50.0
Sweeden,2014,13633.0
Sweeden,2015,147.0
Sweeden,2016,99.0
Sweeden,2017,732.0
Sweeden,2018,21602.0
Sweeden,2019,537.0
Sweeden,2020,769.0
Sweeden,2021,0.0
Turkey,2000,225.0
Turkey,2001,0.0
Turkey,2002,0.0
Turkey,2003,0.0
Turkey,2004,0.0
Turkey,2005,0.0
Turkey,2006,8475.0
Turkey,2007,6861.0
Turkey,2008,27848.0
Turkey,2009,5798.0
Turkey,2010,1278.0
Turkey,2011,8985.0
Turkey,2012,9689.0
Turkey,2013,19995.0
Turkey,2014,7189.0
Turkey,2015,55070.0
Turkey,2016,125801.0
Turkey,2017,47765.0
Turkey,2018,40670.0
Turkey,2019,83131.0
Turkey,2020,99857.0
Turkey,2021,197927.0
