Country,Year,Air_Quality_CO,Fires
Cyprus,2012,1.9915,2349.0
Cyprus,2013,1.013,2857.0
Cyprus,2014,0.7856666666666667,436.0
Cyprus,2015,0.6641666666666667,197.0
Cyprus,2016,0.8891666666666667,2738.0
Cyprus,2017,0.9576666666666668,652.0
Cyprus,2018,0.6007777777777777,442.0
Cyprus,2019,0.5832222222222223,625.0
Cyprus,2020,0.5961111111111111,3421.0
Cyprus,2021,0.627,6199.0
Czechia,1990,0.0,0.0
Czechia,1991,0.0,0.0
Czechia,1992,0.0,0.0
Czechia,1993,1.772,0.0
Czechia,1994,2.2330384615384613,0.0
Czechia,1995,2.009772727272728,0.0
Czechia,1996,2.1529,0.0
Czechia,1997,2.192214285714286,0.0
Czechia,1998,1.8393,0.0
Czechia,1999,1.4908076923076925,0.0
Czechia,2000,1.461096153846154,0.0
Czechia,2001,1.4302307692307692,0.0
Czechia,2002,1.534888888888889,0.0
Czechia,2003,1.6171666666666666,0.0
Czechia,2004,1.6109,0.0
Czechia,2005,1.4526875,0.0
Czechia,2006,1.6204166666666666,0.0
Czechia,2007,1.2581290322580645,0.0
Czechia,2008,1.2918333333333332,0.0
Czechia,2009,1.37346,0.0
Czechia,2010,1.335925925925926,0.0
Czechia,2011,1.2302962962962964,0.0
Czechia,2012,1.1766326530612246,0.0
Czechia,2013,0.7193333333333333,0.0
Czechia,2014,0.7429333333333333,0.0
Czechia,2015,134.74575555555555,0.0
Czechia,2016,0.5768541666666667,0.0
Czechia,2017,0.1490833333333333,145.0
Czechia,2018,0.5388461538461539,0.0
Czechia,2019,0.6507555555555555,52.0
Czechia,2020,0.7132380952380952,0.0
Czechia,2021,0.8781282051282051,0.0
Denmark,1990,0.0,0.0
Denmark,1991,0.0,0.0
Denmark,1992,0.0,0.0
Denmark,1993,0.0,0.0
Denmark,1994,0.0,0.0
Denmark,1995,0.0,0.0
Denmark,1996,0.0,0.0
Denmark,1997,1132.6333333333334,0.0
Denmark,1998,2.6002500000000004,0.0
Denmark,1999,2.345,0.0
Denmark,2000,2.2015,0.0
Denmark,2001,2.243875,0.0
Denmark,2002,1.8804166666666668,0.0
Denmark,2003,1.94725,0.0
Denmark,2004,1.5645,0.0
Denmark,2005,1.4369285714285716,0.0
Denmark,2006,1.1389285714285715,0.0
Denmark,2007,1.1842142857142857,0.0
Denmark,2008,1.1229,0.0
Denmark,2009,0.8386666666666667,0.0
Denmark,2010,0.98375,0.0
Denmark,2011,0.7271666666666667,0.0
Denmark,2012,0.7843333333333332,0.0
Denmark,2013,0.4996666666666666,0.0
Denmark,2014,0.4188666666666666,0.0
Denmark,2015,0.3005,0.0
Denmark,2016,0.4351666666666666,0.0
Denmark,2017,0.3667333333333333,131.0
Denmark,2018,0.3736,463.0
Denmark,2019,0.3403333333333334,108.0
Denmark,2020,0.3508888888888888,0.0
Denmark,2021,0.2714,230.0
Estonia,1990,0.0,0.0
Estonia,1991,0.0,0.0
Estonia,1992,0.0,0.0
Estonia,1993,0.0,0.0
Estonia,1994,0.0,0.0
Estonia,1995,0.0,0.0
Estonia,1996,0.0,0.0
Estonia,1997,3.6455,0.0
Estonia,1998,2.4405,0.0
Estonia,1999,0.629,0.0
Estonia,2000,0.531,0.0
Estonia,2001,1.2925,0.0
Estonia,2002,1.440375,0.0
Estonia,2003,1.0759,0.0
Estonia,2004,0.8276249999999999,0.0
Estonia,2005,0.970625,0.0
Estonia,2006,1.0778,0.0
Estonia,2007,0.859,0.0
Estonia,2008,0.6910000000000001,0.0
Estonia,2009,0.7352857142857143,0.0
Estonia,2010,0.8532142857142857,0.0
Estonia,2011,0.7979285714285714,0.0
Estonia,2012,0.8212142857142857,0.0
Estonia,2013,0.6057142857142858,0.0
Estonia,2014,0.5320476190476191,0.0
Estonia,2015,0.482,0.0
Estonia,2016,0.4116190476190476,0.0
Estonia,2017,0.4135238095238095,0.0
Estonia,2018,0.3285238095238095,441.0
Estonia,2019,0.3322857142857143,0.0
Estonia,2020,0.3078,0.0
Estonia,2021,0.2809999999999999,0.0
Finland,1990,6.7155,0.0
Finland,1991,2.88175,0.0
Finland,1992,2.777,0.0
Finland,1993,3.3713333333333337,0.0
Finland,1994,3.2065,0.0
Finland,1995,3.74875,0.0
Finland,1996,2.611875,0.0
Finland,1997,2.77975,0.0
Finland,1998,2.405333333333333,0.0
Finland,1999,2.25975,0.0
Finland,2000,1.7060000000000002,0.0
Finland,2001,1.5625,0.0
Finland,2002,1.325,0.0
Finland,2003,1.7241666666666664,0.0
Finland,2004,1.73155,0.0
Finland,2005,1.3530714285714285,0.0
Finland,2006,1.1048571428571428,0.0
Finland,2007,1.1183571428571428,0.0
Finland,2008,0.7618571428571429,0.0
Finland,2009,1.164,0.0
Finland,2010,1.1505,0.0
Finland,2011,0.8378,0.0
Finland,2012,0.918125,0.0
Finland,2013,0.4637777777777778,0.0
Finland,2014,0.4114444444444445,0.0
Finland,2015,0.473,0.0
Finland,2016,0.1326666666666666,0.0
Finland,2017,0.1443333333333333,233.0
Finland,2018,0.131,411.0
Finland,2019,0.133,0.0
Finland,2020,0.0,0.0
Finland,2021,0.0,2558.0
France,1990,0.0,0.0
France,1991,0.0,0.0
France,1992,0.0,0.0
France,1993,0.0,0.0
France,1994,0.0,0.0
France,1995,0.0,0.0
France,1996,0.0,0.0
France,1997,0.0,0.0
France,1998,0.0,0.0
France,1999,2.97692,0.0
France,2000,2.567629139072848,14248.0
France,2001,2.341422360248447,11199.0
France,2002,2.363526627218935,4142.0
France,2003,2.002741935483871,42725.0
France,2004,1.776456043956044,9225.0
France,2005,1.5016058823529412,8843.0
France,2006,1.516377245508982,1751.0
France,2007,1.4837898089171977,2631.0
France,2008,1.1949256756756756,1694.0
France,2009,1.218344,7973.0
France,2010,1.0012434782608697,4677.0
France,2011,1.0229333333333337,4831.0
France,2012,0.8944868421052631,3355.0
France,2013,0.5953103448275863,914.0
France,2014,0.4938461538461539,4667.0
France,2015,0.33644,2097.0
France,2016,0.6322666666666666,10793.0
France,2017,0.5934814814814815,20654.0
France,2018,0.5128070175438597,2636.0
France,2019,0.543125,45231.0
France,2020,0.5615416666666667,14547.0
France,2021,0.4538484848484848,30355.0
Germany,1990,0.0,0.0
Germany,1991,0.0,0.0
Germany,1992,0.0,0.0
Germany,1993,0.0,0.0
Germany,1994,0.0,0.0
Germany,1995,0.0,0.0
Germany,1996,0.0,0.0
Germany,1997,0.0,0.0
Germany,1998,0.0,0.0
Germany,1999,1.8659199288256227,0.0
Germany,2000,1.5036949152542372,0.0
Germany,2001,1.4808812056737588,0.0
Germany,2002,1.52381589958159,0.0
Germany,2003,1.5073661327231125,0.0
Germany,2004,1.345886699507389,0.0
Germany,2005,1.1683722084367243,0.0
Germany,2006,1.398993710691824,0.0
Germany,2007,1.246079268292683,0.0
Germany,2008,1.1464384615384615,0.0
Germany,2009,1.342504132231405,0.0
Germany,2010,1.0813879310344827,0.0
Germany,2011,1.0396266666666667,0.0
Germany,2012,0.9479285714285716,0.0
Germany,2013,0.6453120567375887,133.0
Germany,2014,0.5476379928315412,0.0
Germany,2015,0.606719298245614,105.0
Germany,2016,0.6056456140350878,314.0
Germany,2017,0.5781050724637681,57.0
Germany,2018,0.4775977011494252,3699.0
Germany,2019,3.324053639846744,2055.0
Germany,2020,0.4455137254901961,314.0
Germany,2021,1.4249098039215686,121.0
Greece,1990,13.91875,0.0
Greece,1991,13.4325,0.0
Greece,1992,18.51775,0.0
Greece,1993,11.104,0.0
Greece,1994,9.763666666666667,0.0
Greece,1995,8.130333333333333,0.0
Greece,1996,0.0,0.0
Greece,1997,7.68325,0.0
Greece,1998,0.0,0.0
Greece,1999,5.3886,0.0
Greece,2000,5.127875,105292.0
Greece,2001,4.401538461538461,9319.0
Greece,2002,3.3802857142857143,2239.0
Greece,2003,3.577035714285714,157.0
Greece,2004,3.8893125,2526.0
Greece,2005,3.720375,4515.0
Greece,2006,3.199055555555556,16355.0
Greece,2007,2.7163636363636368,271539.0
Greece,2008,2.6000384615384613,24571.0
Greece,2009,2.9515,42757.0
Greece,2010,2.7463333333333337,6496.0
Greece,2011,2.6252142857142857,35400.0
Greece,2012,3.0124761904761903,52315.0
Greece,2013,1.816230769230769,19817.0
Greece,2014,1.8201944444444444,14815.0
Greece,2015,2.0764285714285715,10827.0
Greece,2016,1.7219,31760.0
Greece,2017,1.6304583333333331,19734.0
Greece,2018,1.5694444444444444,12064.0
Greece,2019,1.2157916666666666,11107.0
Greece,2020,1.4170555555555555,14915.0
Greece,2021,1.2567222222222223,129425.0
Hungary,1990,0.0,0.0
Hungary,1991,0.0,0.0
Hungary,1992,0.0,0.0
Hungary,1993,0.0,0.0
Hungary,1994,0.0,0.0
Hungary,1995,0.0,0.0
Hungary,1996,0.0,0.0
Hungary,1997,5.1033333333333335,0.0
Hungary,1998,0.0,0.0
Hungary,1999,1.9885,0.0
Hungary,2000,2.173,0.0
Hungary,2001,1.967,0.0
Hungary,2002,2.183,0.0
Hungary,2003,2.100714285714285,0.0
Hungary,2004,1.924636363636364,0.0
Hungary,2005,1.81959375,0.0
Hungary,2006,1.625525,0.0
Hungary,2007,1.419842105263158,799.0
Hungary,2008,1.4138571428571427,0.0
Hungary,2009,1.533675,0.0
Hungary,2010,1.6942564102564102,0.0
Hungary,2011,1.749578947368421,0.0
Hungary,2012,1.6147380952380952,960.0
Hungary,2013,0.9953148148148148,138.0
Hungary,2014,1.0001111111111112,0.0
Hungary,2015,1.092301587301587,1610.0
Hungary,2016,0.9945901639344262,0.0
Hungary,2017,1.0896140350877193,458.0
Hungary,2018,0.9235238095238096,96.0
Hungary,2019,0.9357407407407408,601.0
Hungary,2020,0.0,265.0
Hungary,2021,694.2557368421052,595.0
Iceland,1990,0.0,0.0
Iceland,1991,0.0,0.0
Iceland,1992,0.0,0.0
Iceland,1993,0.0,0.0
Iceland,1994,0.0,0.0
Iceland,1995,0.0,0.0
Iceland,1996,0.0,0.0
Iceland,1997,2.356,0.0
Iceland,1998,0.0,0.0
Iceland,1999,0.0,0.0
Iceland,2000,0.0,0.0
Iceland,2001,3.263,0.0
Iceland,2002,0.0,0.0
Iceland,2003,1.8955,0.0
Iceland,2004,1.59,0.0
Iceland,2005,1.594,0.0
Iceland,2006,1.436,0.0
Iceland,2007,0.0,0.0
Iceland,2008,0.8135,0.0
Iceland,2009,1.1115,46.0
Iceland,2010,1.052,3013.0
Iceland,2011,0.0,0.0
Iceland,2012,0.0,0.0
Iceland,2013,0.0,2852.0
Iceland,2014,0.0,0.0
Iceland,2015,0.0,3837.0
Iceland,2016,0.0,758.0
Iceland,2017,0.0,0.0
Iceland,2018,0.0,105.0
Iceland,2019,0.0,1868.0
Iceland,2020,0.0,0.0
Iceland,2021,0.0,0.0
Ireland,1990,0.0,0.0
Ireland,1991,0.0,0.0
Ireland,1992,0.0,0.0
Ireland,1993,0.0,0.0
Ireland,1994,0.0,0.0
Ireland,1995,0.0,0.0
Ireland,1996,0.0,0.0
Ireland,1997,1840.0,0.0
Ireland,1998,0.0,0.0
Ireland,1999,2.67975,0.0
Ireland,2000,2.144,0.0
Ireland,2001,0.0,0.0
Ireland,2002,7.529999999999999,0.0
Ireland,2003,1.8555,0.0
Ireland,2004,1.2355625,0.0
Ireland,2005,1.4173333333333331,0.0
Ireland,2006,2.613,0.0
Ireland,2007,1.682875,0.0
Ireland,2008,2.2028333333333334,0.0
Ireland,2009,1.532625,0.0
Ireland,2010,1.482,0.0
Ireland,2011,1.135625,16675.0
Ireland,2012,0.90725,0.0
Ireland,2013,1.6044999999999998,8208.0
Ireland,2014,1.6471666666666664,141.0
Ireland,2015,1.374666666666667,6807.0
Ireland,2016,0.9082,1177.0
Ireland,2017,0.6272222222222221,7241.0
Ireland,2018,0.73175,2868.0
Ireland,2019,0.5413333333333333,2898.0
Ireland,2020,0.9313333333333332,3103.0
Ireland,2021,0.4072222222222222,3154.0
Italy,1990,0.0,0.0
Italy,1991,0.0,0.0
Italy,1992,0.0,0.0
Italy,1993,0.0,0.0
Italy,1994,0.0,0.0
Italy,1995,0.0,0.0
Italy,1996,0.0,0.0
Italy,1997,0.0,0.0
Italy,1998,1610.8297969924813,0.0
Italy,1999,4.7459537572254336,0.0
Italy,2000,4.032563025210084,43439.0
Italy,2001,3.713958115183246,16553.0
Italy,2002,3.6540961538461536,4682.0
Italy,2003,3.3008240740740744,18659.0
Italy,2004,2.615804532577904,13957.0
Italy,2005,3.2504854586129754,20163.0
Italy,2006,2.3582024291497974,9242.0
Italy,2007,2.359360681114551,153755.0
Italy,2008,1.8861171548117155,24447.0
Italy,2009,1.7510176470588237,54941.0
Italy,2010,1.5696613672496025,34377.0
Italy,2011,1.5249716024340771,37445.0
Italy,2012,1.967871848739496,83079.0
Italy,2013,1.114419664268585,15833.0
Italy,2014,0.9351228070175438,13248.0
Italy,2015,0.9599728752260398,7822.0
Italy,2016,0.927020304568528,35292.0
Italy,2017,0.9252112211221122,140392.0
Italy,2018,0.9202718894009216,14648.0
Italy,2019,0.7956265625000001,39651.0
Italy,2020,0.7952155887230514,53807.0
Italy,2021,1.1641482558139535,159126.0
Lithuania,1990,0.0,0.0
Lithuania,1991,0.0,0.0
Lithuania,1992,0.0,0.0
Lithuania,1993,0.0,0.0
Lithuania,1994,0.0,0.0
Lithuania,1995,0.0,0.0
Lithuania,1996,0.0,0.0
Lithuania,1997,6.6955,0.0
Lithuania,1998,4.950333333333333,0.0
Lithuania,1999,4.594333333333333,0.0
Lithuania,2000,0.0,0.0
Lithuania,2001,0.0,0.0
Lithuania,2002,0.0,0.0
Lithuania,2003,1.807642857142857,0.0
Lithuania,2004,2.2618125,0.0
Lithuania,2005,2.136071428571429,0.0
Lithuania,2006,1.534125,0.0
Lithuania,2007,1.4205625,0.0
Lithuania,2008,0.9388125,0.0
Lithuania,2009,0.9960555555555556,0.0
Lithuania,2010,1.6685714285714286,0.0
Lithuania,2011,2.3555,0.0
Lithuania,2012,1.4400555555555554,0.0
Lithuania,2013,0.9127037037037036,0.0
Lithuania,2014,0.6631481481481482,0.0
Lithuania,2015,0.8881851851851853,0.0
Lithuania,2016,1.3362962962962963,0.0
Lithuania,2017,0.901875,0.0
Lithuania,2018,0.838037037037037,0.0
Lithuania,2019,0.7022962962962963,236.0
Lithuania,2020,0.6074814814814815,43.0
Lithuania,2021,0.7327037037037037,0.0
Luxembourg,1990,0.0,0.0
Luxembourg,1991,0.0,0.0
Luxembourg,1992,0.0,0.0
Luxembourg,1993,0.0,0.0
Luxembourg,1994,0.0,0.0
Luxembourg,1995,0.0,0.0
Luxembourg,1996,0.0,0.0
Luxembourg,1997,0.0,0.0
Luxembourg,1998,0.0,0.0
Luxembourg,1999,0.0,0.0
Luxembourg,2000,0.0,0.0
Luxembourg,2001,0.0,0.0
Luxembourg,2002,0.0,0.0
Luxembourg,2003,0.0,0.0
Luxembourg,2004,1.28475,0.0
Luxembourg,2005,1.306,0.0
Luxembourg,2006,1.2888333333333333,0.0
Luxembourg,2007,1.3936666666666666,0.0
Luxembourg,2008,1.2121666666666666,0.0
Luxembourg,2009,1.1326666666666665,0.0
Luxembourg,2010,0.6276666666666666,0.0
Luxembourg,2011,0.8076666666666666,0.0
Luxembourg,2012,0.6985,0.0
Luxembourg,2013,0.433,182.0
Luxembourg,2014,0.3725,0.0
Luxembourg,2015,0.4546666666666666,141.0
Luxembourg,2016,0.6433333333333333,0.0
Luxembourg,2017,0.419,45.0
Luxembourg,2018,0.3857777777777778,74.0
Luxembourg,2019,0.3792222222222222,2316.0
Luxembourg,2020,0.3618888888888889,0.0
Luxembourg,2021,0.3425555555555555,0.0
Malta,1990,0.0,0.0
Malta,1991,0.0,0.0
Malta,1992,0.0,0.0
Malta,1993,0.0,0.0
Malta,1994,0.0,0.0
Malta,1995,0.0,0.0
Malta,1996,0.0,0.0
Malta,1997,0.0,0.0
Malta,1998,0.0,0.0
Malta,1999,0.0,0.0
Malta,2000,0.0,0.0
Malta,2001,0.0,0.0
Malta,2002,0.0,0.0
Malta,2003,0.0,0.0
Malta,2004,0.0,0.0
Malta,2005,1.0435,0.0
Malta,2006,0.7104999999999999,0.0
Malta,2007,1.94525,0.0
Malta,2008,0.0,0.0
Malta,2009,0.634,0.0
Malta,2010,0.2435,0.0
Malta,2011,0.9691666666666666,0.0
Malta,2012,0.3533333333333333,0.0
Malta,2013,0.4359999999999999,0.0
Malta,2014,0.2108333333333333,0.0
Malta,2015,0.6721666666666666,0.0
Malta,2016,0.319,0.0
Malta,2017,0.51,0.0
Malta,2018,0.4895,32.0
Malta,2019,0.4576666666666666,0.0
Malta,2020,0.405,34.0
Malta,2021,0.5868333333333333,0.0
Netherlands,1990,2.6846153846153844,0.0
Netherlands,1991,2.893846153846153,0.0
Netherlands,1992,3.238375,0.0
Netherlands,1993,3.684,0.0
Netherlands,1994,3.620625,0.0
Netherlands,1995,2.8192500000000003,0.0
Netherlands,1996,2.4129375,0.0
Netherlands,1997,2.851547619047619,0.0
Netherlands,1998,2.3256666666666668,0.0
Netherlands,1999,1.851,0.0
Netherlands,2000,1.7790238095238091,0.0
Netherlands,2001,2.0960476190476194,0.0
Netherlands,2002,1.6032000000000002,0.0
Netherlands,2003,1.46428125,0.0
Netherlands,2004,1.56275,0.0
Netherlands,2005,1.1720526315789477,0.0
Netherlands,2006,1.47325,0.0
Netherlands,2007,1.1774761904761906,0.0
Netherlands,2008,1.259452380952381,0.0
Netherlands,2009,0.9595,0.0
Netherlands,2010,1.0104761904761903,0.0
Netherlands,2011,1.160625,148.0
Netherlands,2012,1.00834375,0.0
Netherlands,2013,0.5672888888888888,0.0
Netherlands,2014,0.5172051282051282,396.0
Netherlands,2015,0.5169999999999999,22.0
Netherlands,2016,0.6164166666666667,0.0
Netherlands,2017,0.5626296296296297,0.0
Netherlands,2018,0.5534074074074075,183.0
Netherlands,2019,0.5691666666666667,21.0
Netherlands,2020,0.5431111111111111,822.0
Netherlands,2021,0.0,0.0
Norway,1990,0.0,0.0
Norway,1991,0.0,0.0
Norway,1992,0.0,0.0
Norway,1993,0.0,0.0
Norway,1994,0.0,0.0
Norway,1995,0.0,0.0
Norway,1996,0.0,0.0
Norway,1997,0.0,0.0
Norway,1998,0.0,0.0
Norway,1999,0.0,0.0
Norway,2000,0.0,0.0
Norway,2001,0.0,0.0
Norway,2002,0.0,0.0
Norway,2003,4.170999999999999,0.0
Norway,2004,2.82375,0.0
Norway,2005,1.825,0.0
Norway,2006,2.439375,0.0
Norway,2007,1.66775,0.0
Norway,2008,1.4009,2751.0
Norway,2009,1.8053333333333328,0.0
Norway,2010,1.736,0.0
Norway,2011,0.8210000000000001,641.0
Norway,2012,1.38675,0.0
Norway,2013,0.8856666666666667,218.0
Norway,2014,0.298,3336.0
Norway,2015,0.6233333333333333,142.0
Norway,2016,0.9443333333333334,0.0
Norway,2017,0.8183333333333332,260.0
Norway,2018,0.4606666666666666,352.0
Norway,2019,0.0,4655.0
Norway,2020,0.348,170.0
Norway,2021,0.65,829.0
Poland,1990,0.0,0.0
Poland,1991,0.0,0.0
Poland,1992,0.0,0.0
Poland,1993,0.0,0.0
Poland,1994,0.0,0.0
Poland,1995,0.0,0.0
Poland,1996,0.0,0.0
Poland,1997,7.1805,0.0
Poland,1998,4.61525,0.0
Poland,1999,3.981,0.0
Poland,2000,2.86821875,0.0
Poland,2001,2.2618260869565217,0.0
Poland,2002,2.6951538461538465,0.0
Poland,2003,2.4251,0.0
Poland,2004,2.01845,0.0
Poland,2005,1.839434210526316,0.0
Poland,2006,2.7135,0.0
Poland,2007,1.7703535353535351,0.0
Poland,2008,1.729862385321101,0.0
Poland,2009,1.9811652892561984,0.0
Poland,2010,2.0463671875,0.0
Poland,2011,1.9878796296296293,0.0
Poland,2012,1.893613636363636,0.0
Poland,2013,0.8207899543378995,0.0
Poland,2014,1.0674863636363636,54.0
Poland,2015,1.0684017094017093,560.0
Poland,2016,1.0036582278481012,0.0
Poland,2017,1.2076536796536796,0.0
Poland,2018,0.9604594594594597,398.0
Poland,2019,0.8510730593607305,181.0
Poland,2020,0.822764705882353,5383.0
Poland,2021,0.8194051282051281,40.0
Portugal,1990,0.0,0.0
Portugal,1991,0.0,0.0
Portugal,1992,0.0,0.0
Portugal,1993,0.0,0.0
Portugal,1994,0.0,0.0
Portugal,1995,0.0,0.0
Portugal,1996,0.0,0.0
Portugal,1997,3.315909090909091,0.0
Portugal,1998,4.169423076923077,0.0
Portugal,1999,3.93078125,0.0
Portugal,2000,3.739892857142857,103143.0
Portugal,2001,2.0135,74846.0
Portugal,2002,1.7854423076923078,85723.0
Portugal,2003,1.6394516129032255,292900.0
Portugal,2004,1.5197464788732395,131047.0
Portugal,2005,1.5394567901234568,275480.0
Portugal,2006,1.4474756097560977,56450.0
Portugal,2007,1.262722891566265,15762.0
Portugal,2008,1.239253333333333,5350.0
Portugal,2009,1.0403658536585365,75267.0
Portugal,2010,0.9768421052631578,127892.0
Portugal,2011,0.9518955223880596,64845.0
Portugal,2012,0.9807142857142858,101284.0
Portugal,2013,0.5776923076923077,154165.0
Portugal,2014,0.5307777777777778,11574.0
Portugal,2015,562.2493125,47468.0
Portugal,2016,88.7206511627907,166070.0
Portugal,2017,0.5068648648648648,563667.0
Portugal,2018,0.6139,37356.0
Portugal,2019,0.6726470588235295,34666.0
Portugal,2020,0.6987948717948718,62410.0
Portugal,2021,0.5566666666666666,0.0
Romania,1990,0.0,0.0
Romania,1991,0.0,0.0
Romania,1992,0.0,0.0
Romania,1993,0.0,0.0
Romania,1994,0.0,0.0
Romania,1995,0.0,0.0
Romania,1996,0.0,0.0
Romania,1997,0.0,0.0
Romania,1998,0.0,0.0
Romania,1999,0.0,0.0
Romania,2000,0.0,0.0
Romania,2001,0.0,0.0
Romania,2002,0.0,0.0
Romania,2003,0.0,0.0
Romania,2004,77.95057142857142,0.0
Romania,2005,4.694636363636364,0.0
Romania,2006,3.1462105263157896,0.0
Romania,2007,2.6813333333333333,0.0
Romania,2008,1.8376969696969696,0.0
Romania,2009,1.802423076923077,0.0
