Country,Year,Value
Greece,1993,100.75
Greece,1994,103.81
Greece,1995,105.85
Greece,1996,108.71
Greece,1997,113.27
Greece,1998,118.67
Greece,1999,119.12
Greece,2000,121.96
Greece,2001,122.79
Greece,2002,122.8
Greece,2003,127.01
Greece,2004,127.74
Greece,2005,131.44
Greece,2006,127.92
Greece,2007,130.56
Greece,2008,127.41
Greece,2009,120.39
Greece,2010,114.48
Greece,2011,111.82
Greece,2012,108.44
Greece,2013,99.42
Greece,2014,96.53
Greece,2015,92.98
Greece,2016,89.74
Greece,2017,93.62
Greece,2018,90.84
Spain,1990,100
Spain,1991,102.76
Spain,1992,106.25
Spain,1993,102.65
Spain,1994,108.46
Spain,1995,114.08
Spain,1996,111.66
Spain,1997,116.73
Spain,1998,120.31
Spain,1999,129.91
Spain,2000,135.44
Spain,2001,134.75
Spain,2002,140.86
Spain,2003,143.72
Spain,2004,149.52
Spain,2005,154.68
Spain,2006,152.43
Spain,2007,156.4
Spain,2008,144.77
Spain,2009,130.96
Spain,2010,126.21
Spain,2011,126.38
Spain,2012,123.77
Spain,2013,114.87
Spain,2014,115.77
Spain,2015,119.83
Spain,2016,116.51
Spain,2017,121.49
Spain,2018,119.74
Finland,1990,100
Finland,1991,96.84
Finland,1992,94.69
Finland,1993,97.75
Finland,1994,105.46
Finland,1995,100.62
Finland,1996,108.96
Finland,1997,107.19
Finland,1998,102.11
Finland,1999,101.36
Finland,2000,98.72
Finland,2001,106.14
Finland,2002,109.48
Finland,2003,120.08
Finland,2004,115.2
Finland,2005,98.59
Finland,2006,114.53
Finland,2007,112.53
Finland,2008,101.51
Finland,2009,96.18
Finland,2010,107.11
Finland,2011,96.8
Finland,2012,89.12
Finland,2013,89.8
Finland,2014,84.01
Finland,2015,79.06
Finland,2016,83.16
Finland,2017,79.59
Finland,2018,81.41
France,1990,100
France,1991,104.84
France,1992,102.97
France,1993,98.97
France,1994,98.07
France,1995,99.41
France,1996,102.69
France,1997,101.44
France,1998,104.04
France,1999,102.86
France,2000,101.84
France,2001,102.69
France,2002,101.46
France,2003,102.37
France,2004,102.21
France,2005,102.48
France,2006,100.44
France,2007,98.67
France,2008,97.32
France,2009,93.64
France,2010,94.78
France,2011,89.76
France,2012,89.78
France,2013,89.96
France,2014,84.41
France,2015,85.28
France,2016,85.44
France,2017,86.35
France,2018,83.1
Croatia,1990,100
Croatia,1991,77.62
Croatia,1992,71.38
Croatia,1993,71.64
Croatia,1994,69.13
Croatia,1995,71
Croatia,1996,72.62
Croatia,1997,76.51
Croatia,1998,77.77
Croatia,1999,81.23
Croatia,2000,80.03
Croatia,2001,83.69
Croatia,2002,87.09
Croatia,2003,91.58
Croatia,2004,91.66
Croatia,2005,93.22
Croatia,2006,94.41
Croatia,2007,98.85
Croatia,2008,96.19
Croatia,2009,88.77
Croatia,2010,87.51
Croatia,2011,86.55
Croatia,2012,80.99
Croatia,2013,76.7
Croatia,2014,74.34
Croatia,2015,75.62
Croatia,2016,76.15
Croatia,2017,78.71
Croatia,2018,75.23
Hungary,1990,100
Hungary,1991,92.83
Hungary,1992,82.21
Hungary,1993,83.11
Hungary,1994,82.11
Hungary,1995,80.37
Hungary,1996,82.75
Hungary,1997,81.09
Hungary,1998,80.63
Hungary,1999,81.26
Hungary,2000,78.3
Hungary,2001,80.35
Hungary,2002,78.53
Hungary,2003,81.64
Hungary,2004,80.83
Hungary,2005,80.69
Hungary,2006,79.38
Hungary,2007,77.63
Hungary,2008,75.56
Hungary,2009,69.04
Hungary,2010,69.43
Hungary,2011,67.72
Hungary,2012,63.62
Hungary,2013,60.64
Hungary,2014,61.33
Hungary,2015,64.95
Hungary,2016,65.48
Hungary,2017,68.25
Hungary,2018,67.82
Ireland,1990,100
Ireland,1991,101.14
Ireland,1992,100.66
Ireland,1993,102.16
Ireland,1994,104.26
Ireland,1995,106.68
Ireland,1996,110.17
Ireland,1997,112.92
Ireland,1998,117.35
Ireland,1999,119.8
Ireland,2000,124.04
Ireland,2001,128.09
Ireland,2002,124.84
Ireland,2003,125.28
Ireland,2004,124.08
Ireland,2005,127.69
Ireland,2006,126.82
Ireland,2007,125.74
Ireland,2008,124.38
Ireland,2009,113.15
Ireland,2010,112.47
Ireland,2011,104.76
Ireland,2012,105.23
Ireland,2013,105.41
Ireland,2014,105.34
Ireland,2015,109.56
Ireland,2016,113.34
Ireland,2017,113.29
Ireland,2018,113.6
Iceland,1990,100
Iceland,1991,94.59
Iceland,1992,91.89
Iceland,1993,93.91
Iceland,1994,92.3
Iceland,1995,95.82
Iceland,1996,98.2
Iceland,1997,102.96
Iceland,1998,107.8
Iceland,1999,114.16
Iceland,2000,115.87
Iceland,2001,111.61
Iceland,2002,112.93
Iceland,2003,112.49
Iceland,2004,116.19
Iceland,2005,113.41
Iceland,2006,130.29
Iceland,2007,138.14
Iceland,2008,146.02
Iceland,2009,135.34
Iceland,2010,134.26
Iceland,2011,129.13
Iceland,2012,129.71
Iceland,2013,131.29
Iceland,2014,133.69
Iceland,2015,138.58
Iceland,2016,143.63
Iceland,2017,151.54
Iceland,2018,155.8
Italy,1990,100
Italy,1991,100.37
Italy,1992,100.16
Italy,1993,98.85
Italy,1994,97.78
Italy,1995,102.87
Italy,1996,101.8
Italy,1997,103.3
Italy,1998,105.75
Italy,1999,106.9
Italy,2000,107.71
Italy,2001,107.99
Italy,2002,108.98
Italy,2003,112.88
Italy,2004,114.03
Italy,2005,114.36
Italy,2006,112.59
Italy,2007,111.37
Italy,2008,108.88
Italy,2009,98.19
Italy,2010,100.44
Italy,2011,98.12
Italy,2012,94.43
Italy,2013,87.63
Italy,2014,83.71
Italy,2015,86.3
Italy,2016,85.8
Italy,2017,85.05
Italy,2018,84.41
Lithuania,1990,100
Lithuania,1991,104.3
Lithuania,1992,64.03
Lithuania,1993,51.31
Lithuania,1994,48.39
Lithuania,1995,46.37
Lithuania,1996,48.49
Lithuania,1997,47.56
Lithuania,1998,49.57
Lithuania,1999,43.65
Lithuania,2000,40.47
Lithuania,2001,42.16
Lithuania,2002,42.89
Lithuania,2003,43.25
Lithuania,2004,45.04
Lithuania,2005,47.38
Lithuania,2006,48.03
Lithuania,2007,52.63
Lithuania,2008,50.82
Lithuania,2009,41.68
Lithuania,2010,43.44
Lithuania,2011,44.67
Lithuania,2012,44.59
Lithuania,2013,42.09
Lithuania,2014,42.02
Lithuania,2015,42.64
Lithuania,2016,42.77
Lithuania,2017,43.24
Lithuania,2018,42.64
Luxembourg,1990,100
Luxembourg,1991,105.02
Luxembourg,1992,103.12
Luxembourg,1993,104.21
Luxembourg,1994,98.72
Luxembourg,1995,81.12
Luxembourg,1996,81.97
Luxembourg,1997,77.92
Luxembourg,1998,72.38
Luxembourg,1999,76.79
Luxembourg,2000,80.86
Luxembourg,2001,85.18
Luxembourg,2002,91.74
Luxembourg,2003,95.46
Luxembourg,2004,106.83
Luxembourg,2005,108.82
Luxembourg,2006,106.9
Luxembourg,2007,103.13
Luxembourg,2008,102.29
Luxembourg,2009,97.71
Luxembourg,2010,102.38
Luxembourg,2011,100.82
Luxembourg,2012,98.04
Luxembourg,2013,93.98
Luxembourg,2014,91.21
Luxembourg,2015,88.67
Luxembourg,2016,87.98
Luxembourg,2017,90.88
Luxembourg,2018,94.16
Malta,1990,100
Malta,1991,94.33
Malta,1992,98.93
Malta,1993,120.34
Malta,1994,114.65
Malta,1995,108.09
Malta,1996,112.4
Malta,1997,113.55
Malta,1998,111.88
Malta,1999,115.34
Malta,2000,112.59
Malta,2001,115.36
Malta,2002,116.5
Malta,2003,126.68
Malta,2004,122.87
Malta,2005,117.04
Malta,2006,119.32
Malta,2007,123.35
Malta,2008,121.73
Malta,2009,114.59
Malta,2010,118.84
Malta,2011,119.43
Malta,2012,126.67
Malta,2013,115.91
Malta,2014,118
Malta,2015,94.18
Malta,2016,83.84
Malta,2017,93.45
Malta,2018,96.14
Netherlands,1990,100
Netherlands,1991,103.5
Netherlands,1992,104.14
Netherlands,1993,104.7
Netherlands,1994,105.22
Netherlands,1995,105.72
Netherlands,1996,110.75
Netherlands,1997,107.41
Netherlands,1998,107.89
Netherlands,1999,102.23
Netherlands,2000,101.52
Netherlands,2001,101.59
Netherlands,2002,100.84
Netherlands,2003,101.07
Netherlands,2004,102.08
Netherlands,2005,99.72
Netherlands,2006,97.55
Netherlands,2007,96.93
Netherlands,2008,96.71
Netherlands,2009,93.84
Netherlands,2010,99
Netherlands,2011,92.95
Netherlands,2012,91.04
Netherlands,2013,90.96
Netherlands,2014,87.73
Netherlands,2015,91.63
Netherlands,2016,91.57
Netherlands,2017,90.78
Netherlands,2018,88.58
Norway,1990,100
Norway,1991,95.55
Norway,1992,92.44
Norway,1993,96.04
Norway,1994,99.58
Norway,1995,100.15
Norway,1996,106.08
Norway,1997,106.22
Norway,1998,106.63
Norway,1999,108.71
Norway,2000,107.49
Norway,2001,109.7
Norway,2002,107.47
Norway,2003,108.47
Norway,2004,109.41
Norway,2005,108.09
Norway,2006,108.36
Norway,2007,111.6
Norway,2008,108.85
Norway,2009,104.16
Norway,2010,108.91
Norway,2011,107.51
Norway,2012,106.76
Norway,2013,106.79
Norway,2014,106.9
Norway,2015,107.5
Norway,2016,105.65
Norway,2017,103.74
Norway,2018,103.18
Poland,1990,100
Poland,1991,97.49
Poland,1992,94.85
Poland,1993,94.81
Poland,1994,93.62
Poland,1995,94.07
Poland,1996,97.01
Poland,1997,94.86
Poland,1998,88.47
Poland,1999,86.03
Poland,2000,83.4
Poland,2001,83.17
Poland,2002,81.13
Poland,2003,83.95
Poland,2004,85.12
Poland,2005,85.21
Poland,2006,88.49
Poland,2007,88.45
Poland,2008,87.17
Poland,2009,83.13
Poland,2010,87.1
Poland,2011,86.9
Poland,2012,85.35
Poland,2013,84.64
Poland,2014,82.02
Poland,2015,82.73
Poland,2016,84.56
Poland,2017,87.7
Poland,2018,87.42
Portugal,1990,100
Portugal,1991,103.29
Portugal,1992,110
Portugal,1993,107.32
Portugal,1994,109.04
Portugal,1995,116.93
Portugal,1996,112.99
Portugal,1997,118.44
Portugal,1998,126.62
Portugal,1999,140.3
Portugal,2000,139.11
Portugal,2001,138.37
Portugal,2002,145.6
Portugal,2003,137.06
Portugal,2004,142.52
Portugal,2005,146.22
Portugal,2006,138.51
Portugal,2007,134.95
Portugal,2008,131.1
Portugal,2009,125.57
Portugal,2010,118.96
Portugal,2011,116.78
Portugal,2012,113.69
Portugal,2013,110.69
Portugal,2014,110.82
Portugal,2015,118.01
Portugal,2016,115.32
Portugal,2017,123.78
Portugal,2018,118.9
Romania,1990,100
Romania,1991,82.41
Romania,1992,77.22
Romania,1993,73.54
Romania,1994,72.63
Romania,1995,75.51
Romania,1996,76.32
Romania,1997,74.18
Romania,1998,67.21
Romania,1999,59.63
Romania,2000,57.71
Romania,2001,58.91
Romania,2002,59.98
Romania,2003,61.97
Romania,2004,61.51
Romania,2005,61
Romania,2006,61.33
Romania,2007,62.32
Romania,2008,60.42
Romania,2009,51.64
Romania,2010,50.11
Romania,2011,52.03
Romania,2012,50.66
Romania,2013,46.83
Romania,2014,46.96
Romania,2015,47.08
Romania,2016,46.29
Romania,2017,47.39
Romania,2018,46.84
Sweden,1990,100
Sweden,1991,99.99
Sweden,1992,99.1
Sweden,1993,99.98
Sweden,1994,103.61
Sweden,1995,102.81
Sweden,1996,108.34
Sweden,1997,101.56
Sweden,1998,102.36
Sweden,1999,98.38
Sweden,2000,96.6
Sweden,2001,97.65
Sweden,2002,98.26
Sweden,2003,98.72
Sweden,2004,98.23
Sweden,2005,94.55
Sweden,2006,94.13
Sweden,2007,92.85
Sweden,2008,89.94
Sweden,2009,83.56
Sweden,2010,91.82
Sweden,2011,86.07
Sweden,2012,82.01
Sweden,2013,79.79
Sweden,2014,77.4
Sweden,2015,77.11
Sweden,2016,76.99
Sweden,2017,76.52
Sweden,2018,75.28
Slovenia,1990,100
Slovenia,1991,92.78
Slovenia,1992,93.28
Slovenia,1993,94.34
Slovenia,1994,96.46
Slovenia,1995,100.18
Slovenia,1996,103.62
Slovenia,1997,105.6
Slovenia,1998,104.3
Slovenia,1999,101.02
Slovenia,2000,102.4
Slovenia,2001,107.35
Slovenia,2002,108.27
Slovenia,2003,106.77
Slovenia,2004,108.33
Slovenia,2005,109.96
Slovenia,2006,110.92
Slovenia,2007,111.92
Slovenia,2008,115.86
Slovenia,2009,105.09
Slovenia,2010,105.2
Slovenia,2011,105.23
Slovenia,2012,102.21
Slovenia,2013,98.51
Slovenia,2014,89.22
Slovenia,2015,90.18
Slovenia,2016,94.69
Slovenia,2017,93.47
Slovenia,2018,94.35
Slovakia,1990,100
Slovakia,1991,87.19
Slovakia,1992,79.46
Slovakia,1993,74.89
Slovakia,1994,71.69
Slovakia,1995,72.5
Slovakia,1996,72.36
Slovakia,1997,72.27
Slovakia,1998,71.44
Slovakia,1999,69.64
Slovakia,2000,67.05
Slovakia,2001,70.14
Slovakia,2002,68.28
Slovakia,2003,68.59
Slovakia,2004,69.79
Slovakia,2005,69.87
Slovakia,2006,69.76
Slovakia,2007,67.4
Slovakia,2008,68.13
Slovakia,2009,62.24
Slovakia,2010,63.25
Slovakia,2011,62.3
Slovakia,2012,58.85
Slovakia,2013,58.39
Slovakia,2014,55.6
Slovakia,2015,57.04
Slovakia,2016,57.72
Slovakia,2017,59.31
Slovakia,2018,59.16
Turkey,1990,100
Turkey,1991,103.43
Turkey,1992,106.3
Turkey,1993,109.72
Turkey,1994,106.89
Turkey,1995,113.03
Turkey,1996,122.05
Turkey,1997,127.32
Turkey,1998,128.12
Turkey,1999,126.94
Turkey,2000,136.58
Turkey,2001,128.18
Turkey,2002,131.26
Turkey,2003,140.07
Turkey,2004,144.45
Turkey,2005,154.82
Turkey,2006,164.3
Turkey,2007,179.69
Turkey,2008,178.53
Turkey,2009,182.29
Turkey,2010,184.06
Turkey,2011,197.64
Turkey,2012,206.89
Turkey,2013,203.73
Turkey,2014,212.97
Turkey,2015,219.97
Turkey,2016,231.2
Turkey,2017,243.2
Turkey,2018,242.38
Austria,2030,60
Belgium,2030,60
Bulgaria,2030,57.16
Croatia,2030,60
Cyprus,2030,60
Czechia,2030,60
Denmark,2030,60
Estonia,2030,52.26
Finland,2030,60
France,2030,60
Germany,2030,60
Greece,2030,60
Hungary,2030,60
Iceland,2030,60
Ireland,2030,60
Italy,2030,60
Lithuania,2030,42.64
Luxembourg,2030,60
Malta,2030,60
Netherlands,2030,60
Norway,2030,60
Poland,2030,60
Portugal,2030,60
Romania,2030,46.84
Slovakia,2030,60
Slovenia,2030,57.72
Spain,2030,60
Turkey,2030,60
Austria,2050,0
Belgium,2050,0
Bulgaria,2050,0
Croatia,2050,0
Cyprus,2050,0
Czechia,2050,0
Denmark,2050,0
Estonia,2050,0
Finland,2050,0
France,2050,0
Germany,2050,0
Greece,2050,0
Hungary,2050,0
Iceland,2050,0
Ireland,2050,0
Italy,2050,0
Lithuania,2050,0
Luxembourg,2050,0
Malta,2050,0
Netherlands,2050,0
Norway,2050,0
Poland,2050,0
Portugal,2050,0
Romania,2050,0
Slovakia,2050,0
Slovenia,2050,0
Spain,2050,0
Turkey,2050,0
Sweden,2050,0
Sweden,2030,60
